0.12398	-2.3358	2.7751	-0.85196	0.97329	-0.050452	0.69865	-1.1864	0.36421	-0.34623	-4.7132	1.4978	0.22131	-0.25541	-0.11029	-0.045557	-0.87128	-0.20559	0.733	-1.3624	0.4982	-0.15269	-0.6678	-0.56428	-0.27832	-0.92797	1.4535	0.048496	-2.3615	-1.3417	0.90263	1.3957	3.1997	-0.6829	3.0751	3.6543	-2.2385	3.573
-1.9516	-0.38908	2.6513	0.1405	-1.9243	1.8884	-0.78555	0.63926	2.0689	-1.7841	1.4978	-3.5052	-1.8057	-0.74629	0.87236	-1.2683	0.98399	-0.69648	-0.48974	-1.7323	-0.26603	1.552	-1.8905	-2.3957	-0.64821	-0.566	2.4263	-0.3341	-1.8785	-1.7116	-0.79845	0.051921	3.4896	1.1428	3.0741	-1.2698	-1.7555	2.1082
1.1611	0.72747	-1.016	0.55989	0.80606	-1.0296	-1.2816	-1.3205	1.0344	0.32395	0.22131	-1.8057	-4.8842	0.41478	-1.0972	-1.0325	0.65176	-1.8379	-1.5151	-1.4965	-1.494	-1.8135	-1.6547	-2.8918	-1.2972	0.59507	-0.46595	-1.562	1.6859	1.9315	0.36262	2.8701	0.11853	2.0573	-2.1768	-0.10876	-1.5197	0.4281
-0.16851	1.1077	2.332	-1.7921	-0.52351	2.1879	-0.98317	1.9677	1.7497	0.0168	-0.25541	-0.74629	0.41478	-5.0045	2.7585	-0.70495	-0.67782	-0.86499	0.07361	2.9734	-1.1664	1.9067	1.6358	-1.4675	1.96	1.3715	-1.0709	-0.49625	-1.3151	-0.27317	-0.96696	-0.83608	-0.18824	-0.48943	0.70997	2.4248	1.3395	1.2079
1.938	0.97203	2.8913	-1.3662	0.45901	-1.1952	-2.2923	1.0904	0.59161	1.775	-0.11029	0.87236	-1.0972	2.7585	-5.0746	-1.3015	1.7121	1.9578	-1.7841	2.5394	-0.83392	2.0964	0.47771	1.6127	0.80193	-2.0727	0.55759	1.1288	0.4074	1.3553	2.3402	-0.71314	-0.32426	2.3562	0.74368	-0.21657	-1.0471	2.8363
1.2611	-1.0796	-0.47863	0.18184	-1.1511	-0.49216	-0.74421	-0.78312	-0.085328	-0.79577	-0.045557	-1.2683	-1.0325	-0.70495	-1.3015	-3.6307	0.29347	-1.3005	-0.97769	-0.95911	-0.95655	3.8812	-1.1173	0.93573	0.12499	-0.52466	0.70679	2.7578	5.2696	-0.93842	-0.75711	0.81276	-1.0012	-0.27958	-0.78634	-1.2285	-0.98232	-0.69162
2.8111	-0.29103	-1.4272	-1.2941	2.9112	-2.0715	-1.4785	-1.5174	0.70325	-0.58315	-0.87128	0.98399	0.65176	-0.67782	1.7121	0.29347	-3.4866	-1.3894	-0.95056	2.3923	-0.92942	-0.5751	-0.32876	1.7243	4.206	-1.259	-0.66285	1.2404	1.3548	0.72526	-1.4914	0.96573	-1.7355	-1.0139	-0.66757	-1.0536	-0.19374	2.9677
1.8173	-0.55229	2.273	-0.62354	-1.9564	-2.9876	-0.2589	-0.29781	0.39998	-2.5481	-0.20559	-0.69648	-1.8379	-0.86499	1.9578	-1.3005	-1.3894	-3.3965	-1.7831	1.2115	-1.1166	1.9048	0.013314	1.615	-0.27449	0.77598	-1.9535	-1.83	0.02537	-1.7438	1.0189	2.6629	1.7976	0.85107	0.98966	-2.0339	-1.1424	-0.20632
0.8199	0.49985	-1.9369	-0.30075	2.5635	-0.12973	0.034355	2.2257	1.9544	0.6155	0.733	-0.48974	-1.5151	0.07361	-1.7841	-0.97769	-0.95056	-1.7831	-3.9826	0.63824	1.6801	-0.49757	0.57933	-0.64356	-2.1272	-1.0072	3.0436	1.2304	-1.5879	-1.421	0.021452	-1.8283	2.0613	-0.76217	1.6984	-0.80191	4.0759	-1.1742
-0.60246	0.18371	1.073	-1.0238	-0.77767	-0.95617	-1.2082	-1.2471	1.5306	1.6741	-1.3624	-1.7323	-1.4965	2.9734	2.5394	-0.95911	2.3923	1.2115	0.63824	-5.583	-0.38059	-1.7401	-0.66324	0.41499	0.70095	1.0913	-1.4325	-0.44866	-0.52932	1.5526	-1.2211	-1.0902	-1.4652	0.29638	-1.2503	3.1149	1.1029	1.9937
0.50893	3.9954	0.91799	-1.763	0.15392	1.6655	-0.27662	-1.2446	0.38226	-0.31029	0.4982	-0.26603	-1.494	-1.1664	-0.83392	-0.95655	-0.92942	-1.1166	1.6801	-0.38059	-3.2761	-1.0637	3.9626	-0.62242	0.59258	-0.98611	-1.3259	1.6576	1.9628	-0.52477	1.8497	-0.36819	-0.53361	-0.74103	-2.1009	-0.78078	5.2909	-1.1531
-1.2856	-0.49939	3.3873	0.14249	-1.9321	0.24573	0.49645	0.75277	1.8292	-0.62987	-0.15269	1.552	-1.8135	1.9067	2.0964	3.8812	-0.5751	1.9048	-0.49757	-1.7401	-1.0637	-3.4049	2.2038	-0.942	0.22875	0.042105	-1.642	3.8428	1.133	-1.0455	0.34596	3.4468	-0.085522	0.28718	-0.71428	-1.3356	-0.41555	3.3323
-0.5809	1.0475	0.85047	-1.1821	-1.7733	2.4119	-0.37313	-1.4054	1.1287	0.47585	-0.6678	-1.8905	-1.6547	1.6358	0.47771	-1.1173	-0.32876	0.013314	0.57933	-0.66324	3.9626	2.2038	-3.5758	1.053	1.3057	-0.22879	-1.4833	0.92758	3.534	0.27557	2.8773	2.0267	-0.70532	1.2335	1.2807	-0.023454	2.659	-1.3139
1.4722	-0.74547	0.9522	-0.58072	-1.0762	-0.15803	-1.5068	-0.44899	1.3455	-0.46164	-0.56428	-2.3957	-2.8918	-1.4675	1.6127	0.93573	1.7243	1.615	-0.64356	0.41499	-0.62242	-0.942	1.053	-6.407	-0.21376	-0.19053	-0.52689	-0.69049	-0.77115	-0.60429	-0.42298	0.42739	0.35574	-2.2593	-1.3053	1.1115	0.44851	-0.35749
1.8812	0.030397	-0.74333	-0.68141	-2.3006	-1.6019	-0.12411	-0.078688	-1.2348	3.4878	-0.27832	-0.64821	-1.2972	1.96	0.80193	0.12499	4.206	-0.27449	-2.1272	0.70095	0.59258	0.22875	1.3057	-0.21376	-4.5636	-1.6741	-0.24093	0.33369	-0.48519	0.55677	1.0732	2.1523	-0.3811	-0.87668	-1.9358	-0.60839	-2.1318	0.81326
0.011784	2.3716	-1.4839	0.15228	-1.1806	-0.52172	2.2062	-0.81268	-0.11489	3.3867	-0.92797	-0.566	0.59507	1.3715	-2.0727	-0.52466	-1.259	0.77598	-1.0072	1.0913	-0.98611	0.042105	-0.22879	-0.19053	-1.6741	-4.7663	-0.89058	-1.0542	-1.1348	-0.96797	1.3194	-1.3753	-1.0308	-0.30914	-1.669	-1.258	0.49738	-0.72118
-0.61187	-1.4455	1.0204	0.0067217	2.8602	-1.7906	3.7348	1.7217	1.4137	0.71771	1.4535	2.4263	-0.46595	-1.0709	0.55759	0.70679	-0.66285	-1.9535	3.0436	-1.4325	-1.3259	-1.642	-1.4833	-0.52689	-0.24093	-0.89058	-4.9568	-0.65232	-1.4712	-1.3043	1.0196	-0.77917	4.4987	0.28697	1.5658	-0.66193	-1.3482	-1.0575
-0.48818	1.1403	-0.50739	0.39399	1.4707	0.66837	-1.2737	0.3947	0.12337	-0.37836	0.048496	-0.3341	-1.562	-0.49625	1.1288	2.7578	1.2404	-1.83	1.2304	-0.44866	1.6576	3.8428	0.92758	-0.69049	0.33369	-1.0542	-0.65232	-3.0306	3.8253	-1.4679	2.1382	-0.43625	-0.50791	-0.8091	1.8667	-0.84884	4.4595	-1.2211
-0.56884	2.7311	-1.0888	1.055	-0.088104	0.56913	-1.3544	-1.3933	0.14023	1.2125	-2.3615	-1.8785	1.6859	-1.3151	0.4074	5.2696	1.3548	0.02537	-1.5879	-0.52932	1.9628	1.133	3.534	-0.77115	-0.48519	-1.1348	-1.4712	3.8253	-3.3869	0.2016	1.8888	4.265	-1.6114	0.78171	1.9638	-0.093769	1.5882	0.36967
2.2233	1.7897	-2.7727	2.3638	-2.4695	-0.93548	-0.31242	-0.35134	-0.52864	-0.36399	-1.3417	-1.7116	1.9315	-0.27317	1.3553	-0.93842	0.72526	-1.7438	-1.421	1.5526	-0.52477	-1.0455	0.27557	-0.60429	0.55677	-0.96797	-1.3043	-1.4679	0.2016	-4.8821	0.54977	-0.91395	-0.56942	1.0273	-1.2297	0.078392	0.32456	0.61525
0.9991	0.72043	-1.7163	-1.5635	-1.4131	0.93588	-1.0062	3.3135	-0.34734	0.83609	0.90263	-0.79845	0.36262	-0.96696	2.3402	-0.75711	-1.4914	1.0189	0.021452	-1.2211	1.8497	0.34596	2.8773	-0.42298	1.0732	1.3194	1.0196	2.1382	1.8888	0.54977	-3.4395	-0.16874	-1.2632	-0.54159	-0.19527	-1.4905	2.3863	-0.95363
3.2885	-1.2107	-1.3293	-2.1521	-2.0017	0.096201	-1.5948	-0.19476	0.50303	-0.20741	1.3957	0.051921	2.8701	-0.83608	-0.71314	0.81276	0.96573	2.6629	-1.8283	-1.0902	-0.36819	3.4468	2.0267	0.42739	2.1523	-1.3753	-0.77917	-0.43625	4.265	-0.91395	-0.16874	-3.6353	-1.1323	-1.6279	-0.19797	-2.0791	-0.39395	-1.5423
-0.66172	-0.89835	0.03808	-1.8076	2.0633	-0.99826	2.7524	-0.32009	0.43138	-0.27907	3.1997	3.4896	0.11853	-0.18824	-0.32426	-1.0012	-1.7355	1.7976	2.0613	-1.4652	-0.53361	-0.085522	-0.70532	0.35574	-0.3811	-1.0308	4.4987	-0.50791	-1.6114	-0.56942	-1.2632	-1.1323	-3.5529	-0.78568	0.75318	1.2202	1.0436	1.8707
-0.96291	-0.86408	0.95408	4.3151	0.73926	-2.3389	0.46462	-0.5676	1.3474	0.63694	-0.6829	1.1428	2.0573	-0.48943	2.3562	-0.27958	-1.0139	0.85107	-0.76217	0.29638	-0.74103	0.28718	1.2335	-2.2593	-0.87668	-0.30914	0.28697	-0.8091	0.78171	1.0273	-0.54159	-1.6279	-0.78568	-7.3672	1.1353	2.0225	-0.7668	-1.6933
-0.24989	-1.3708	0.93629	-0.2208	1.923	0.06968	3.6506	0.6318	1.3296	-1.087	3.0751	3.0741	-2.1768	0.70997	0.74368	-0.78634	-0.66757	0.98966	1.6984	-1.2503	-2.1009	-0.71428	1.2807	-1.3053	-1.9358	-1.669	1.5658	1.8667	1.9638	-1.2297	-0.19527	-0.19797	0.75318	1.1353	-6.196	1.1517	1.0888	-0.12978
-0.69204	0.0053326	3.4668	1.841	1.6087	0.59277	3.2365	-1.5165	1.9088	0.32693	3.6543	-1.2698	-0.10876	2.4248	-0.21657	-1.2285	-1.0536	-2.0339	-0.80191	3.1149	-0.78078	-1.3356	-0.023454	1.1115	-0.60839	-1.258	-0.66193	-0.84884	-0.093769	0.078392	-1.4905	-2.0791	1.2202	2.0225	1.1517	-3.7802	-0.80654	0.39331
-0.44588	2.6918	-1.9415	0.43629	1.5458	2.2199	0.27783	2.1772	0.93671	0.61087	-2.2385	-1.7555	-1.5197	1.3395	-1.0471	-0.98232	-0.19374	-1.1424	4.0759	1.1029	5.2909	-0.41555	2.659	0.44851	-2.1318	0.49738	-1.3482	4.4595	1.5882	0.32456	2.3863	-0.39395	1.0436	-0.7668	1.0888	-0.80654	-2.9788	-1.1788
-1.3749	-1.2761	2.4099	-1.498	-1.3476	1.4207	-0.94073	-0.97965	-0.28185	-0.9923	3.573	2.1082	0.4281	1.2079	2.8363	-0.69162	2.9677	-0.20632	-1.1742	1.9937	-1.1531	3.3323	-1.3139	-0.35749	0.81326	-0.72118	-1.0575	-1.2211	0.36967	0.61525	-0.95363	-1.5423	1.8707	-1.6933	-0.12978	0.39331	-1.1788	-5.1069
